 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
           5346             320     0.18324         0.32578         0.67853         0.56224E-05      0.0000        -0.62740    
           5347             320      1.5187         0.58230          1.1023         0.40577E-04     0.45649E-05    -0.62740    
           5348             320      35.443         0.10844         0.89301         0.95090E-04     0.23451E-02    -0.62740    
           5349             320     0.11012         0.14605         0.52710         0.38823E-05      0.0000        -0.62740    
           5350             320     0.89478E-01     0.24650         0.62210         0.20204E-05      0.0000        -0.62740    
           5351             320     0.48142         0.63593         0.84526         0.15968E-01     0.14901E-07    -0.62740    
           5352             320      1.1819         0.42457         0.96260         0.10759E-04     0.48477E-05    -0.62740    
           5353             320      13.746         0.16008         0.82336         0.35860E-02     0.70244E-02    -0.62740    
           5354             320     0.64226E-01     0.18111         0.56559         0.11292E-05      0.0000        -0.62740    
           5355             320     0.93744         0.50372          1.0667         0.27835E-05     0.10216E-06    -0.62740    
           5356             321     0.13894         0.17140         0.55422         0.29768E-05     0.55446E-04    -0.34350    
           5357             321     0.96179E-01     0.14050         0.52030         0.17147E-01     0.24128E-04    -0.34350    
           5358             321      3.2597         0.44513         0.91938         0.89608E-05     0.13319E-02    -0.34350    
           5359             321     0.41910         0.29222         0.66193         0.18136E-05     0.20649E-03    -0.34350    
           5360             321      6.4921         0.19381         0.85400         0.68818E-04     0.52919E-02    -0.34350    
           5361             321     0.60588E-01     0.12222         0.53048         0.12774E-05     0.36768E-04    -0.34350    
           5362             321     0.80184         0.33714         0.69451         0.29249E-05     0.44641E-03    -0.34350    
           5363             321      10.793         0.13577         0.83588         0.58478E-04     0.58987E-02    -0.34350    
           5364             321     0.18806         0.19498         0.57698         0.21732E-05     0.30696E-04    -0.34350    
           5365             321     0.15269         0.14329         0.52373         0.20636E-02     0.71831E-04    -0.34350    
           5366             321     0.74220E-01     0.13263         0.50717         0.14459E-05     0.95634E-05    -0.34350    
           5367             321      26.665         0.10414          1.2102         0.89635E-04     0.56233E-02    -0.34350    
           5368             321      1.5985         0.28553         0.66073         0.10885E-04     0.41002E-02    -0.34350    
           5369             321      13.799         0.11784         0.78545         0.61814E-04     0.20482E-02    -0.34350    
           5370             321      1.1939         0.24947         0.63162         0.75294E-05     0.41569E-03    -0.34350    
           5371             321      4.9655         0.27357         0.93843         0.18726E-04     0.73668E-02    -0.34350    
           5372             321      4.1184         0.35599         0.95806         0.14145E-04     0.54671E-02    -0.34350    
           5373             321     0.94645         0.33313         0.69189         0.32889E-05     0.32757E-04    -0.34350    
           5374             321     0.10154         0.12930         0.50663         0.95966E-03     0.19484E-04    -0.34350    
           5375             321      1.1330         0.25719         0.63771         0.46567E-05     0.84294E-03    -0.34350    
           5376             322     0.85856          1.9579          2.3576         0.20813E-04     0.21073E-07    -0.14771    
           5377             322      14.248         0.22858         0.92047         0.44109E-04     0.61733E-02    -0.14771    
           5378             322     0.28094         0.58802         0.82447         0.15258E-01      0.0000        -0.14771    
           5379             322      8.1403         0.54268          1.2365         0.56919E-04     0.29623E-02    -0.14771    
           5380             322     0.41394         0.72427         0.87913         0.11449E-04     0.61439E-07    -0.14771    
